year	category	procedure	county	hospital	address	discharge_count	median_length_in_days	median_charge_per_stay
2008	Skeletal Procedures	Spinal Fusions (any level)	Sonoma	SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY	1165 MONTGOMERY DRIVE, SANTA ROSA, 95405	205	3.0	187257
2008	Skeletal Procedures	Spinal Fusions (any level)	Sonoma	SONOMA VALLEY HOSPITAL	347 ANDRIEUX STREET, SONOMA, 95476	12	3.0	72221
2008	Skeletal Procedures	Spinal Fusions (any level)	Sonoma	SUTTER MEDICAL CENTER OF SANTA ROSA	3325 CHANATE ROAD, SANTA ROSA, 95404	26	3.0	85956
2008	Skeletal Procedures	Spinal Fusions (any level)	Stanislaus	DOCTORS MEDICAL CENTER	1441 FLORIDA AVENUE, MODESTO, 95350	62	3.0	132047
2008	Skeletal Procedures	Spinal Fusions (any level)	Stanislaus	EMANUEL MEDICAL CENTER, INC	825 DELBON AVENUE, TURLOCK, 95380	6	3.0	126668
2008	Skeletal Procedures	Spinal Fusions (any level)	Stanislaus	MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO	1700 COFFEE ROAD, MODESTO, 95355	78	3.0	158492
2008	Skeletal Procedures	Spinal Fusions (any level)	Stanislaus	STANISLAUS SURGICAL HOSPITAL	1421 OAKDALE ROAD, MODESTO, 95355	10	2.0	149912
2008	Skeletal Procedures	Spinal Fusions (any level)	Tulare	KAWEAH DELTA MEDICAL CENTER	400 WEST MINERAL KING, VISALIA, 93291	215	2.0	74647
2008	Skeletal Procedures	Spinal Fusions (any level)	Tuolumne	SONORA REGIONAL MEDICAL CENTER - GREENLEY	1000 Greenley Road, Sonora, 95370	35	3.0	140657
2008	Skeletal Procedures	Spinal Fusions (any level)	Ventura	COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA	147 N. BRENT STREET, VENTURA, 93003	126	2.0	67300
2008	Skeletal Procedures	Spinal Fusions (any level)	Ventura	LOS ROBLES HOSPITAL & MEDICAL CENTER	215 WEST JANSS ROAD, THOUSAND OAKS, 91360	283	3.0	113971
2008	Skeletal Procedures	Spinal Fusions (any level)	Ventura	SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE	2975 NORTH SYCAMORE DRIVE, SIMI VALLEY, 93065	11	3.0	119788
2008	Skeletal Procedures	Spinal Fusions (any level)	Ventura	ST. JOHN'S PLEASANT VALLEY HOSPITAL	2309 ANTONIO AVENUE, CAMARILLO, 93010	11	4.0	180060
2008	Skeletal Procedures	Spinal Fusions (any level)	Ventura	ST. JOHN'S REGIONAL MEDICAL CENTER	1600 NORTH ROSE AVENUE, OXNARD, 93030	186	3.0	112574
2008	Skeletal Procedures	Spinal Fusions (any level)	Ventura	THOUSAND OAKS SURGICAL HOSPITAL	401 ROLLING OAKS DRIVE, THOUSAND OAKS, 91361	74	2.0	68901
2008	Skeletal Procedures	Spinal Fusions (any level)	Ventura	VENTURA COUNTY MEDICAL CENTER	3291 LOMA VISTA ROAD, VENTURA, 93003	1	3.0	66525
2008	Skeletal Procedures	Spinal Fusions (any level)	Yolo	SUTTER DAVIS HOSPITAL	2000 SUTTER PLACE, DAVIS, 95616	22	1.0	81773
2008	Skeletal Procedures	Spinal Fusions (any level)	Yolo	WOODLAND MEMORIAL HOSPITAL	1325 COTTONWOOD STREET, WOODLAND, 95695	17	1.0	103713
2008	Skeletal Procedures	Spinal Fusions (any level)	Yuba	RIDEOUT MEMORIAL HOSPITAL	726 FOURTH ST, MARYSVILLE, 95901	15	1.0	23134
2008	Thyroid Procedures	Parathyroidectomy	Alameda	ALAMEDA CO MED CTR - HIGHLAND CAMPUS	1411 EAST 31ST STREET, OAKLAND, 94602	3	1.0	18132
2008	Thyroid Procedures	Parathyroidectomy	Alameda	ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS	2450 ASHBY STREET, BERKELEY, 94705	2	1.0	29244
2008	Thyroid Procedures	Parathyroidectomy	Alameda	ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE	350 HAWTHORNE AVENUE, OAKLAND, 94609	8	1.0	35028
2008	Thyroid Procedures	Parathyroidectomy	Alameda	EDEN MEDICAL CENTER	20103 LAKE CHABOT ROAD, CASTRO VALLEY, 94546	1	2.0	40790
2008	Thyroid Procedures	Parathyroidectomy	Alameda	KAISER FND HOSP - HAYWARD/FREMONT	27400 HESPERIAN BOULEVARD, HAYWARD, 94545	11	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Alameda	KAISER FND HOSP - OAKLAND CAMPUS	280 W. MACARTHUR BOULEVARD, OAKLAND, 94611-5693	11	2.0	0
2008	Thyroid Procedures	Parathyroidectomy	Alameda	SAN LEANDRO HOSPITAL	13855 EAST 14TH STREET, SAN LEANDRO, 94578	3	1.0	34898
2008	Thyroid Procedures	Parathyroidectomy	Alameda	VALLEYCARE MEDICAL CENTER	5555 WEST LAS POSITAS BLVD., PLEASANTON, 94588	1	2.0	50643
2008	Thyroid Procedures	Parathyroidectomy	Alameda	WASHINGTON HOSPITAL - FREMONT	2000 MOWRY AVENUE, FREMONT, 94538	2	1.5	56235
2008	Thyroid Procedures	Parathyroidectomy	Butte	ENLOE MEDICAL CENTER- ESPLANADE CAMPUS	1531 ESPLANADE, CHICO, 95926	1	1.0	17410
2008	Thyroid Procedures	Parathyroidectomy	Butte	FEATHER RIVER HOSPITAL	5974 PENTZ ROAD, PARADISE, 95969	2	1.5	62484
2008	Thyroid Procedures	Parathyroidectomy	Butte	OROVILLE HOSPITAL	2767 OLIVE HIGHWAY, OROVILLE, 95966	1	1.0	20314
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	CONTRA COSTA REGIONAL MEDICAL CENTER	2500 ALHAMBRA AVENUE, MARTINEZ, 94553	2	1.0	21074
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS	2540 EAST STREET, CONCORD, 94520	4	1.5	50474
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS	1601 YGNACIO VALLEY ROAD, WALNUT CREEK, 94598	10	1.0	44114
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	KAISER FND HOSP - RICHMOND CAMPUS	901 NEVIN, RICHMOND, 94804	6	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	KAISER FND HOSP - WALNUT CREEK	1425 SOUTH MAIN STREET, WALNUT CREEK, 94596-5300	4	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	KAISER FOUND HSP-ANTIOCH	4501 SAND CREEK ROAD, ANTIOCH, 94531	4	1.5	0
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	SAN RAMON REGIONAL MEDICAL CENTER	6001 NORRIS CANYON ROAD, SAN RAMON, 94583	1	5.0	61146
2008	Thyroid Procedures	Parathyroidectomy	Contra Costa	SUTTER DELTA MEDICAL CENTER	3901 LONE TREE WAY, ANTIOCH, 94509	1	1.0	26942
2008	Thyroid Procedures	Parathyroidectomy	Fresno	CLOVIS COMMUNITY MEDICAL CENTER	2755 HERNDON AVENUE, CLOVIS, 93612	2	1.0	16564
2008	Thyroid Procedures	Parathyroidectomy	Fresno	COMMUNITY REGIONAL MEDICAL CENTER-FRESNO	2823 FRESNO AND R STREETS, FRESNO, 93721	20	1.0	19324
2008	Thyroid Procedures	Parathyroidectomy	Fresno	FRESNO HEART AND SURGICAL HOSPITAL	15 E. Audubon Drive, FRESNO, 93720	1	2.0	12679
2008	Thyroid Procedures	Parathyroidectomy	Fresno	KAISER FND HOSP - FRESNO	7300 NORTH FRESNO STREET, FRESNO, 93720	9	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Fresno	ST. AGNES MEDICAL CENTER	1303 EAST HERNDON AVENUE, FRESNO, 93720	5	1.0	20501
2008	Thyroid Procedures	Parathyroidectomy	Humboldt	MAD RIVER COMMUNITY HOSPITAL	3800 JANES ROAD, ARCATA, 95521	1	1.0	1912
2008	Thyroid Procedures	Parathyroidectomy	Humboldt	ST. JOSEPH HOSPITAL - EUREKA	2700 DOLBEER STREET, EUREKA, 95501	4	2.0	31910
2008	Thyroid Procedures	Parathyroidectomy	Kern	BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET	420 - 34TH STREET, BAKERSFIELD, 93301	11	2.0	36481
2008	Thyroid Procedures	Parathyroidectomy	Kern	KERN MEDICAL CENTER	1700 MOUNT VERNON AVENUE, BAKERSFIELD, 93306	1	1.0	16936
2008	Thyroid Procedures	Parathyroidectomy	Kern	MERCY HOSPITAL - BAKERSFIELD	2215 TRUXTUN AVENUE, BAKERSFIELD, 93301	8	3.0	36170
2008	Thyroid Procedures	Parathyroidectomy	Kern	SAN JOAQUIN COMMUNITY HOSPITAL	2615 CHESTER AVENUE, BAKERSFIELD, 93301	1	1.0	19635
2008	Thyroid Procedures	Parathyroidectomy	Kings	HANFORD COMMUNITY MEDICAL CENTER	450 GREENFIELD AVENUE, HANFORD, 93230	8	1.0	23254
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	ALHAMBRA HOSPITAL	100 SOUTH RAYMOND AVENUE, ALHAMBRA, 91801	1	1.0	11194
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	ANTELOPE VALLEY HOSPITAL	1600 WEST AVENUE J, LANCASTER, 93534	6	1.5	20884
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	BEVERLY HOSPITAL	309 WEST BEVERLY BOULEVARD, MONTEBELLO, 90640	5	2.0	10765
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	BROTMAN MEDICAL CENTER	3828 DELMAS TERRACE, CULVER CITY, 90231	2	4.5	82884
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES	1401 SOUTH GRAND AVENUE, LOS ANGELES, 90015	1	2.0	27780
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	CEDARS SINAI MEDICAL CENTER	8700 BEVERLY BOULEVARD, LOS ANGELES, 90048	70	1.0	40028
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	CENTINELA HOSPITAL MEDICAL CENTER	555 EAST HARDY STREET, INGLEWOOD, 90301	1	1.0	43005
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	CITRUS VALLEY MEDICAL CENTER - IC CAMPUS	210 W. SAN BERNARDINO ROAD, COVINA, 91723	6	2.5	34862
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	CITRUS VALLEY MEDICAL CENTER - QV CAMPUS	1115 SOUTH SUNSET AVENUE, WEST COVINA, 91790	3	2.0	23188
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL	1500 EAST DUARTE ROAD, DUARTE, 91010	5	1.0	18812
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	DOWNEY REGIONAL MEDICAL CENTER	11500 BROOKSHIRE AVENUE, DOWNEY, 90241	6	1.0	22082
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL	250 SOUTH GRAND AVENUE, GLENDORA, 91741	3	1.0	20149
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	GARFIELD MEDICAL CENTER	525 NORTH GARFIELD AVENUE, MONTEREY PARK, 91754	2	3.0	48365
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE	1509 EAST WILSON TERRACE, GLENDALE, 91206	8	1.0	22588
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER	1420 SOUTH CENTRAL AVENUE, GLENDALE, 91204	6	1.0	23432
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	GOOD SAMARITAN HOSPITAL-LOS ANGELES	1225 WILSHIRE BOULEVARD, LOS ANGELES, 90017	1	1.0	29320
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	HENRY MAYO NEWHALL MEMORIAL HOSPITAL	23845 WEST MCBEAN PARKWAY, VALENCIA, 91355	3	1.0	31335
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	HUNTINGTON MEMORIAL HOSPITAL	100 W. CALIFORNIA BOULEVARD, PASADENA, 91105	36	1.0	23776
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	KAISER FND HOSP - BALDWIN PARK	1011 BALDWIN PARK BLVD., BALDWIN PARK, 91706	12	2.0	0
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	KAISER FND HOSP - BELLFLOWER	9400 EAST ROSECRANS AVENUE, BELLFLOWER, 90706	13	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	KAISER FND HOSP - PANORAMA CITY	13652 CANTARA STREET, PANORAMA CITY, 91402	20	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	KAISER FND HOSP - SOUTH BAY	25825 SOUTH VERMONT AVENUE, HARBOR CITY, 90710	5	2.0	0
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	KAISER FND HOSP - SUNSET	4867 SUNSET BOULEVARD, LOS ANGELES, 90027	8	2.0	0
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	KAISER FND HOSP - WEST LA	6041 CADILLAC AVENUE, LOS ANGELES, 90034	8	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	KAISER FND HOSP - WOODLAND HILLS	5601 DE SOTO AVENUE, WOODLAND HILLS, 91367	7	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	LAC+USC MEDICAL CENTER	1200 NORTH STATE STREET, LOS ANGELES, 90033	13	1.0	6082
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	LAC/HARBOR-UCLA MEDICAL CENTER	1000 WEST CARSON STREET, TORRANCE, 90502	8	2.5	22872
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	LAKEWOOD REGIONAL MEDICAL CENTER	3700 EAST SOUTH STREET, LAKEWOOD, 90712	1	2.0	29927
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	LANCASTER COMMUNITY HOSPITAL	43830 NORTH 10TH STREET WEST, LANCASTER, 93534	1	1.0	32082
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	LONG BEACH MEMORIAL MEDICAL CENTER	2801 ATLANTIC AVENUE, LONG BEACH, 90806	32	1.0	27940
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER	14445 OLIVE VIEW DRIVE, SYLMAR, 91342	5	3.0	20745
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	METHODIST HOSPITAL OF SOUTHERN CALIFORNIA	300 WEST HUNTINGTON DRIVE, ARCADIA, 91007	4	1.5	16927
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS	14850 ROSCOE BOULEVARD, PANORAMA CITY, 91402	1	2.0	13505
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	MONTEREY PARK HOSPITAL	900 SOUTH ATLANTIC BOULEVARD, MONTEREY PARK, 91754-4780	4	2.5	49793
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	NORTHRIDGE HOSPITAL MEDICAL CENTER	18300 ROSCOE BOULEVARD, NORTHRIDGE, 91328	11	1.0	22377
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	OLYMPIA MEDICAL CENTER	5900 WEST OLYMPIA BLVD, LOS ANGELES, 90036	1	2.0	60220
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	POMONA VALLEY HOSPITAL MEDICAL CENTER	1798 NORTH GAREY AVENUE, POMONA, 91767	2	4.5	64472
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	PRESBYTERIAN INTERCOMMUNITY HOSPITAL	12401 EAST WASHINGTON BLVD., WHITTIER, 90602	3	2.0	49568
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	PROVIDENCE HOLY CROSS MEDICAL CENTER	15031 RINALDI STREET, MISSION HILLS, 91345	14	1.0	24466
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE	4101 TORRANCE BOULEVARD, TORRANCE, 90503	10	1.5	37110
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	PROVIDENCE SAINT JOSEPH MEDICAL CENTER	501 SO. BUENA VISTA, BURBANK, 91505-4866	17	2.0	33543
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	PROVIDENCE TARZANA MEDICAL CENTER	18321 CLARK STREET, TARZANA, 91356	2	4.0	60731
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	RONALD REAGAN UCLA MEDICAL CENTER	757 WESTWOOD PLAZA, LOS ANGELES, 90095	98	1.0	19536
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	SAN DIMAS COMMUNITY HOSPITAL	1350 WEST COVINA BOULEVARD, SAN DIMAS, 91773	1	1.0	36900
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	ST. JOHN'S HEALTH CENTER	2121 Santa Monica Blvd, SANTA MONICA, 90404	20	1.0	22406
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	ST. MARY MEDICAL CENTER	1050 LINDEN AVENUE, BOX 887, LONG BEACH, 90801	2	2.5	39964
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	ST. VINCENT MEDICAL CENTER	2131 WEST 3RD STREET, LOS ANGELES, 90057	5	2.0	16697
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	TORRANCE MEMORIAL MEDICAL CENTER	3330 WEST LOMITA BOULEVARD, TORRANCE, 90505-5073	17	1.0	25817
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	USC KENNETH NORRIS, JR. CANCER HOSPITAL	1441 EASTLAKE AVENUE, LOS ANGELES, 90033	1	1.0	16538
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	USC UNIVERSITY HOSPITAL	1500 SAN PABLO STREET, LOS ANGELES, 90033	5	1.0	58054
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	VALLEY PRESBYTERIAN HOSPITAL	15107 VAN OWEN STREET, VAN NUYS, 91405	3	1.0	13461
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	VERDUGO HILLS HOSPITAL	1812 VERDUGO BOULEVARD, GLENDALE, 91208	7	1.0	15246
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	WEST HILLS HOSPITAL AND MEDICAL CENTER	7300 MEDICAL CENTER DRIVE, CANOGA PARK, 91307	4	1.0	24030
2008	Thyroid Procedures	Parathyroidectomy	Los Angeles	WHITE MEMORIAL MEDICAL CENTER	1720 CESAR E. CHAVEZ AVENUE, LOS ANGELES, 90033	1	1.0	31334
2008	Thyroid Procedures	Parathyroidectomy	Marin	KAISER FND HOSP - SAN RAFAEL	99 MONTECILLO ROAD, SAN RAFAEL, 94903	10	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Mendocino	UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE	275 HOSPITAL DRIVE, UKIAH, 95482	2	1.0	24070
2008	Thyroid Procedures	Parathyroidectomy	Merced	MERCY MEDICAL CENTER - MERCED	333  MERCY AVENUE, MERCED, 95340	3	2.0	33546
2008	Thyroid Procedures	Parathyroidectomy	Monterey	COMMUNITY HOSPITAL MONTEREY PENINSULA	23625 W. R. HOLMAN HIGHWAY, MONTEREY, 93940	2	1.5	41856
2008	Thyroid Procedures	Parathyroidectomy	Monterey	SALINAS VALLEY MEMORIAL HOSPITAL	450 EAST ROMIE LANE, SALINAS, 93901	7	2.0	16852
2008	Thyroid Procedures	Parathyroidectomy	Napa	QUEEN OF THE VALLEY HOSPITAL - NAPA	1000 TRANCAS STREET, NAPA, 94558	11	2.0	43644
2008	Thyroid Procedures	Parathyroidectomy	Orange	AHMC ANAHEIM REGIONAL MEDICAL CENTER	1111 WEST LA PALMA AVENUE, ANAHEIM, 92801	3	2.0	19010
2008	Thyroid Procedures	Parathyroidectomy	Orange	COASTAL COMMUNITIES HOSPITAL	2701 BRISTOL STREET, SANTA ANA, 92704	1	1.0	20524
2008	Thyroid Procedures	Parathyroidectomy	Orange	FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID	17100 EUCLID STREET, FOUNTAIN VALLEY, 92708	1	1.0	32206
2008	Thyroid Procedures	Parathyroidectomy	Orange	GARDEN GROVE HOSPITAL AND MEDICAL CENTER	12601 GARDEN GROVE BLVD., GARDEN GROVE, 92643-1959	2	9.0	88472
2008	Thyroid Procedures	Parathyroidectomy	Orange	HOAG HOSPITAL IRVINE	16200 SAND CANYON AVENUE, IRVINE, 92718	1	1.0	45271
2008	Thyroid Procedures	Parathyroidectomy	Orange	HOAG MEMORIAL HOSPITAL PRESBYTERIAN	ONE HOAG DRIVE, NEWPORT BEACH, 92663	27	1.0	23808
2008	Thyroid Procedures	Parathyroidectomy	Orange	KAISER FND HOSP - ANAHEIM	441 LAKEVIEW AVENUE, ANAHEIM, 92807	18	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Orange	LOS ALAMITOS MEDICAL CENTER	3751 KATELLA AVENUE, LOS ALAMITOS, 90720	2	3.0	59702
2008	Thyroid Procedures	Parathyroidectomy	Orange	MISSION HOSPITAL REGIONAL MEDICAL CENTER	27700 MEDICAL CENTER ROAD, MISSION VIEJO, 92691	27	1.0	22008
2008	Thyroid Procedures	Parathyroidectomy	Orange	ORANGE COAST MEMORIAL MEDICAL CENTER	9920 TALBERT AVENUE, FOUNTAIN VALLEY, 92708	2	1.5	31444
2008	Thyroid Procedures	Parathyroidectomy	Orange	PLACENTIA LINDA HOSPITAL	1301 NORTH ROSE DRIVE, PLACENTIA, 92670	1	2.0	39397
2008	Thyroid Procedures	Parathyroidectomy	Orange	SADDLEBACK MEMORIAL MEDICAL CENTER	24451 HEALTH CENTER DRIVE, LAGUNA HILLS, 92653	15	1.0	28322
2008	Thyroid Procedures	Parathyroidectomy	Orange	ST. JOSEPH HOSPITAL - ORANGE	1100 WEST STEWART DRIVE, ORANGE, 92868	6	2.5	36488
2008	Thyroid Procedures	Parathyroidectomy	Orange	ST. JUDE MEDICAL CENTER	101 EAST VALENCIA MESA DRIVE, FULLERTON, 92835	3	1.0	21232
2008	Thyroid Procedures	Parathyroidectomy	Orange	UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER	101 CITY DRIVE SOUTH, ORANGE, 92668	4	3.0	90788
2008	Thyroid Procedures	Parathyroidectomy	Orange	WESTERN MEDICAL CENTER - SANTA ANA	1001 NORTH TUSTIN AVENUE, SANTA ANA, 92705	1	8.0	97593
2008	Thyroid Procedures	Parathyroidectomy	Placer	SUTTER ROSEVILLE MEDICAL CENTER	ONE MEDICAL PLAZA, ROSEVILLE, 95661	8	1.0	28373
2008	Thyroid Procedures	Parathyroidectomy	Riverside	DESERT REGIONAL MEDICAL CENTER	1150 NORTH INDIAN CANYON DRIVE, PALM SPRINGS, 92262	3	9.0	158415
2008	Thyroid Procedures	Parathyroidectomy	Riverside	EISENHOWER MEDICAL CENTER	39-000 BOB HOPE DRIVE, RANCHO MIRAGE, 92270	21	1.0	31903
2008	Thyroid Procedures	Parathyroidectomy	Riverside	HEMET VALLEY MEDICAL CENTER	1117 EAST DEVONSHIRE, HEMET, 92543	1	1.0	14980
2008	Thyroid Procedures	Parathyroidectomy	Riverside	JOHN F KENNEDY MEMORIAL HOSPITAL	47-111 MONROE STREET, INDIO, 92201	1	10.0	88090
2008	Thyroid Procedures	Parathyroidectomy	Riverside	KAISER FND HOSP - RIVERSIDE	10800 MAGNOLIA AVENUE, RIVERSIDE, 92505	3	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Riverside	PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER	3865 JACKSON STREET, RIVERSIDE, 92503	1	1.0	27758
2008	Thyroid Procedures	Parathyroidectomy	Riverside	RIVERSIDE COMMUNITY HOSPITAL	4445 MAGNOLIA AVENUE, RIVERSIDE, 92501	6	1.0	21906
2008	Thyroid Procedures	Parathyroidectomy	Riverside	RIVERSIDE COUNTY REGIONAL MEDICAL CENTER	26520 CACTUS AVENUE, MORENO VALLEY, 92555	2	1.5	30740
2008	Thyroid Procedures	Parathyroidectomy	Sacramento	KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE	2025 MORSE AVENUE, SACRAMENTO, 95825	14	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Sacramento	KAISER FND HOSP - SOUTH SACRAMENTO	6600 BRUCEVILLE ROAD, SACRAMENTO, 95823	3	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	Sacramento	MERCY GENERAL HOSPITAL	4001 J STREET, SACRAMENTO, 95819	15	1.0	19714
2008	Thyroid Procedures	Parathyroidectomy	Sacramento	MERCY HOSPITAL - FOLSOM	1650 CREEKSIDE DRIVE, FOLSOM, 95630	1	1.0	18621
2008	Thyroid Procedures	Parathyroidectomy	Sacramento	MERCY SAN JUAN HOSPITAL	6501 COYLE AVENUE, CARMICHAEL, 95608	9	1.0	21506
2008	Thyroid Procedures	Parathyroidectomy	Sacramento	SUTTER GENERAL HOSPITAL	2801 L STREET, SACRAMENTO, 95816	19	1.0	28916
2008	Thyroid Procedures	Parathyroidectomy	Sacramento	UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER	2315 STOCKTON BOULEVARD, SACRAMENTO, 95817	14	1.0	52758
2008	Thyroid Procedures	Parathyroidectomy	San Benito	HAZEL HAWKINS MEMORIAL HOSPITAL	911 SUNSET DRIVE, HOLLISTER, 95023	1	1.0	20343
2008	Thyroid Procedures	Parathyroidectomy	San Bernardino	COMMUNITY HOSPITAL OF SAN BERNARDINO	1805 MEDICAL CENTER DRIVE, SAN BERNARDINO, 92411	5	6.0	67936
2008	Thyroid Procedures	Parathyroidectomy	San Bernardino	KAISER FND HOSP - FONTANA	9961 SIERRA AVENUE, FONTANA, 92335	9	2.0	0
2008	Thyroid Procedures	Parathyroidectomy	San Bernardino	LOMA LINDA UNIVERSITY MEDICAL CENTER	11234 ANDERSON STREET, LOMA LINDA, 92354	14	1.0	39026
2008	Thyroid Procedures	Parathyroidectomy	San Bernardino	REDLANDS COMMUNITY HOSPITAL	350 TERRACINA BOULEVARD, REDLANDS, 92373	17	1.0	9728
2008	Thyroid Procedures	Parathyroidectomy	San Bernardino	SAN ANTONIO COMMUNITY HOSPITAL	999 SAN BERNARDINO ROAD, UPLAND, 91786	6	1.0	19436
2008	Thyroid Procedures	Parathyroidectomy	San Bernardino	ST. BERNARDINE MEDICAL CENTER	2101 NORTH WATERMAN AVENUE, SAN BERNARDINO, 92404	5	2.0	56169
2008	Thyroid Procedures	Parathyroidectomy	San Bernardino	ST. MARY REGIONAL MEDICAL CENTER	18300 HIGHWAY 18, APPLE VALLEY, 92307	2	1.5	27578
2008	Thyroid Procedures	Parathyroidectomy	San Diego	ALVARADO HOSPITAL	6655 ALVARADO ROAD, SAN DIEGO, 92120-5298	5	2.0	31583
2008	Thyroid Procedures	Parathyroidectomy	San Diego	GROSSMONT HOSPITAL	5555 GROSSMONT CENTER DRIVE, LA MESA, 91942	2	1.0	19535
2008	Thyroid Procedures	Parathyroidectomy	San Diego	KAISER FND HOSP - SAN DIEGO	4647 ZION AVENUE, SAN DIEGO, 92120	9	1.0	0
2008	Thyroid Procedures	Parathyroidectomy	San Diego	PALOMAR MEDICAL CENTER	555 E. VALLEY PARKWAY, ESCONDIDO, 92025	10	2.0	21824
